user_id,pred_prob,buy,country,model_version,proxy_segment,group_low_threshold,group_high_threshold
user_000043,0.3167584399055153,0,SG,lgbm_v1,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000044,0.6222686915702169,1,ID,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000045,0.5418222926669792,0,ID,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000046,0.7009797647580662,1,JP,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000047,0.8563074363775416,1,ID,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000048,0.8115886132108315,1,MY,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000049,0.2888655033419149,1,JP,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000050,0.3148190129157505,1,JP,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000051,0.4735078657300527,0,SG,lgbm_v1,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000052,0.6545996033249943,0,SG,lgbm_v1,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000053,0.1961908748333098,1,MY,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000054,0.3148606345514504,1,SG,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000055,0.2533028626230318,0,MY,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000056,0.425607776498912,1,SG,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000057,0.1038398701133399,0,JP,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000058,0.1363277674649161,0,SG,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000059,0.4304604036182936,0,JP,lgbm_v1,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000060,0.1283930523955158,1,MY,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000061,0.2164711766024113,1,MY,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000062,0.9516087291621526,1,SG,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000063,0.8948692358433694,1,MY,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000064,0.9198227753114572,1,MY,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000065,0.526419687688298,1,MY,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000066,0.032837347437249,0,SG,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000067,0.6241289453818779,1,JP,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000068,0.0999608387182151,1,JP,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000070,0.8979310644501027,1,JP,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000071,0.0796270473669501,1,JP,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000072,0.7562311225927798,1,MY,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000073,0.2129613182369963,0,JP,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000074,0.9670287781330144,1,MY,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000075,0.2942355468777756,1,SG,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000076,0.5114499531829427,1,SG,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000077,0.4027221864364237,1,MY,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000078,0.1585407455168517,1,SG,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000079,0.6954529987214082,0,JP,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000080,0.064791423600208,0,SG,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000081,0.1043657826052407,0,ID,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000082,0.276244517181187,1,JP,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000083,0.0912855242839102,0,ID,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000084,0.5243316823879489,1,ID,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000085,0.5897260336082559,1,SG,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000086,0.1536843559725235,0,ID,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000087,0.2787774521193891,0,SG,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000088,0.5353684062580085,1,JP,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000089,0.279509111101583,0,SG,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000090,0.1070737542304477,0,ID,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000091,0.1231060753661823,1,SG,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000092,0.6104770583514215,1,JP,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000093,0.6519123984522719,1,JP,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000094,0.9401393660113656,1,JP,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000095,0.6885387568095015,0,ID,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000096,0.2774609017519015,0,JP,lgbm_v1,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000097,0.3420511558956987,1,JP,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000098,0.3128899203735007,0,SG,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000099,0.9125838386414892,1,MY,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000100,0.3320706434018052,1,JP,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000101,0.2692294806703139,1,JP,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000102,0.8779955855353191,1,ID,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000103,0.1404152790043087,0,JP,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000104,0.8377623925295382,1,JP,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000105,0.5237324127155177,0,JP,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000106,0.7680216040876146,0,SG,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000107,0.8875892822594206,0,MY,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000108,0.5699089916669259,0,SG,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000109,0.5299692205384314,0,ID,lgbm_v1,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000110,0.570760863368018,0,MY,lgbm_v1,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000111,0.7470217785115217,1,ID,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000112,0.1407276695709159,0,MY,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000113,0.6054408812298431,1,JP,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000115,0.5109737469169554,0,JP,lgbm_v1,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000116,0.1751344215799002,0,ID,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000117,0.7798707714256304,1,SG,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000118,0.1619593308191454,1,ID,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000119,0.0778159427758303,0,SG,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000120,0.4420882451493571,1,MY,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000121,0.11343711652489,1,MY,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000122,0.0344272392710135,0,JP,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000123,0.407417985500737,0,ID,lgbm_v1,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000124,0.1080674530346688,0,SG,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000125,0.1175302210050746,1,SG,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000126,0.0825387352384231,0,ID,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000127,0.5055351495208645,1,MY,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000129,0.8462805839755352,0,JP,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000130,0.2686015190125564,0,JP,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000131,0.5829470048958113,1,JP,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000132,0.1616392230001929,0,ID,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000133,0.5814030216375135,1,ID,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000134,0.0207207026822904,1,ID,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000135,0.0418919288495961,0,SG,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000136,0.5560158803464357,0,SG,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000137,0.7193648676095084,0,MY,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000138,0.6504207355474211,1,JP,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000139,0.575695484933895,1,SG,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000140,0.0438264945921264,0,JP,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000141,0.7491714962559834,0,SG,lgbm_v1,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000142,0.1445118188168747,0,MY,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000144,0.084100850026947,0,JP,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000145,0.0750767416581378,0,ID,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000146,0.7663934041862358,1,SG,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000147,0.0252290815785113,0,JP,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000148,0.3609101897264302,0,SG,lgbm_v1,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000149,0.0784040613494039,1,SG,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000151,0.1580133563184584,0,SG,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000152,0.0810991361113575,1,SG,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000153,0.3322075485474551,0,SG,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000154,0.4920150750452011,1,ID,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000155,0.0077903743311531,0,MY,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000156,0.8491384910823948,1,MY,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000157,0.4910683312866058,1,MY,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000158,0.1118433750402165,1,SG,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000159,0.0070478605593398,0,ID,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000160,0.9559045325846676,1,JP,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000161,0.54098676615558,0,MY,lgbm_v1,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000162,0.0341324619945753,0,MY,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000163,0.0533740434274667,0,ID,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000164,0.638531598703765,1,ID,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000165,0.174460701135395,1,JP,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000166,0.1617915870699415,0,SG,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000167,0.524708852078727,1,SG,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000168,0.1527838804572255,0,ID,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000169,0.4133055310691116,0,MY,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000171,0.1824109278821665,0,JP,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000172,0.1594585748272981,0,SG,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000173,0.4563382252138879,1,SG,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000174,0.8971806147881778,1,JP,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000175,0.6590925703180797,1,SG,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000177,0.4602386223925664,1,JP,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000178,0.4025929513958839,0,MY,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000179,0.6722164264972313,1,MY,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000180,0.067001225118376,0,JP,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000181,0.0036403202809045,0,SG,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000182,0.6604368609792236,0,ID,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000183,0.5130169693321963,1,ID,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000184,0.524131204372937,0,MY,lgbm_v1,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000185,0.7188603552829631,1,SG,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000186,0.0845306499243057,0,SG,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000187,0.5369215056138443,1,ID,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000188,0.5332294584122831,0,JP,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000189,0.3877452999313863,1,MY,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000190,0.6201303467802558,1,SG,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000191,0.0881387226458349,0,SG,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000192,0.5778456856193331,0,ID,lgbm_v1,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000193,0.2459781281717934,1,JP,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000194,0.0373681072678783,0,SG,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000195,0.3856791950326877,1,SG,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000196,0.7434955561763996,1,MY,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000197,0.95739984146211,1,ID,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000198,0.3334072505551534,0,JP,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000199,0.2686460633509912,0,JP,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000200,0.2774117216006458,1,JP,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000201,0.4022552984382992,0,JP,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000203,0.1093429649465127,0,SG,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000204,0.0428323615206205,0,JP,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000205,0.109751975275664,0,JP,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000206,0.1904887781931123,1,MY,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000207,0.0531314206318069,0,JP,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000208,0.0654841603800841,0,JP,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000209,0.2330195140552249,0,MY,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000210,0.411615880597918,0,MY,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000211,0.0394427405703461,0,SG,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000212,0.1201328231193153,0,ID,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000213,0.2035165551096671,1,MY,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000214,0.1779364694230005,0,ID,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000215,0.406071743352364,0,MY,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000216,0.8867848798981043,1,SG,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000217,0.6392270231740154,0,ID,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000218,0.8729150236139779,1,MY,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000219,0.3286122373741074,0,MY,lgbm_v1,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000220,0.9096331338761569,1,MY,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000221,0.1146777904061245,0,ID,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000222,0.6800524859637054,0,MY,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000223,0.6921995917400778,0,MY,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000224,0.6794834339256519,0,JP,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000225,0.8803536304974175,1,ID,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000226,0.1807763241028707,1,ID,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000227,0.147645958396539,0,MY,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000228,0.778113705809407,1,JP,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000229,0.4520922991744752,1,SG,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000230,0.9540487678724944,0,SG,lgbm_v1,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000231,0.9353570851550492,1,JP,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000232,0.4192041360589287,1,MY,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000233,0.0676241363493114,0,SG,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000234,0.1150741968888533,0,JP,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000235,0.4932552261188934,0,SG,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000236,0.4127748657795214,1,JP,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000237,0.2947758648750826,0,ID,lgbm_v2,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000238,0.9946833315653812,1,ID,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000239,0.3338016841060504,0,MY,lgbm_v1,nonbuyer_gray_zone,0.2764472328901533,0.5246632750463913
user_000240,0.1436096307159713,0,MY,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000241,0.780184891338632,1,JP,lgbm_v1,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000242,0.5600670976080838,1,ID,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000243,0.7977576860085159,1,SG,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000244,0.1340159386035841,0,MY,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000245,0.4174082507979645,1,ID,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000246,0.6464666351757873,1,ID,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000247,0.0285750754236443,0,ID,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000248,0.5529932203874699,0,SG,lgbm_v2,potential_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000249,0.4820593439652515,1,ID,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000250,0.653931216580513,1,ID,lgbm_v1,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000251,0.1818172346320328,0,ID,lgbm_v1,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000252,0.707922771034694,1,JP,lgbm_v2,buyer_gray_zone,0.28674225004083453,0.7468601249687571
user_000253,0.868561071796347,1,JP,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000254,0.7807643665240922,1,JP,lgbm_v2,potential_repeater_proxy,0.28674225004083453,0.7468601249687571
user_000255,0.2394739916228344,0,JP,lgbm_v2,non_buyer_proxy,0.2764472328901533,0.5246632750463913
user_000257,0.2811575201522678,1,SG,lgbm_v1,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
user_000258,0.2512586147807694,1,SG,lgbm_v2,one_time_buyer_proxy,0.28674225004083453,0.7468601249687571
